iter	Logloss
469	0.2556015012
470	0.2555985197
471	0.2555957856
472	0.255592937
473	0.2555579917
474	0.2555552422
475	0.2555525981
476	0.2555029266
477	0.2554840103
478	0.255481377
479	0.2554483312
480	0.2554455538
481	0.2554388736
482	0.2554221399
483	0.2553741462
484	0.2553392422
485	0.2553085326
486	0.255274495
487	0.2552556523
488	0.2552371403
489	0.2551994767
490	0.2551964801
491	0.2551651184
492	0.2551484674
493	0.2551168943
494	0.25507037
495	0.2550351627
496	0.2550322874
497	0.2550293605
498	0.2549794005
499	0.2549766943
500	0.2549388381
501	0.2549006606
502	0.2548917738
503	0.2548890539
504	0.25486701
505	0.2547992587
506	0.2547541164
507	0.2547139086
508	0.2546706638
509	0.2546531022
510	0.2546504815
511	0.2546172667
512	0.2545897692
513	0.254566475
514	0.2545527288
515	0.2545279713
516	0.2545032707
517	0.2544626473
518	0.254440498
519	0.2544380458
520	0.2544282942
521	0.2544013126
522	0.2543912744
523	0.2543885808
524	0.254375689
525	0.2543733716
526	0.2543334195
527	0.2543013216
528	0.2542550719
529	0.2542206967
530	0.2541981416
531	0.2541802852
532	0.2541379644
533	0.2541221797
534	0.2541113201
535	0.2541005029
536	0.254067277
537	0.2540461818
538	0.2540434996
539	0.2540138538
540	0.2539672243
541	0.2539515984
542	0.253947109
543	0.2539038076
544	0.2538846221
545	0.2538413859
546	0.2538083305
547	0.2537984006
548	0.2537918586
549	0.2537636559
550	0.2537504512
551	0.2537423159
552	0.2537141073
553	0.2537114117
554	0.2536894294
555	0.253647217
556	0.2536450651
557	0.2536284722
558	0.2536043428
559	0.2535817521
560	0.2535678927
561	0.2535220806
562	0.2534871794
563	0.2534849913
564	0.2534654321
565	0.2534286476
566	0.2533857258
567	0.2533695561
568	0.2533389284
569	0.2532955026
570	0.2532595052
571	0.2532331164
572	0.2532303299
573	0.2532187332
574	0.253198359
575	0.2531628415
576	0.2531220307
577	0.2530838401
578	0.2530517414
579	0.2530495371
580	0.2530085063
581	0.2529741616
582	0.2529546609
583	0.2529194385
584	0.252916827
585	0.2529054016
586	0.2528858718
587	0.2528834423
588	0.2528661548
589	0.2528523936
590	0.2528356167
591	0.2528329927
592	0.2528079923
593	0.2528052764
594	0.2527612675
595	0.2527429374
596	0.2527351201
597	0.2527031169
598	0.2526911835
599	0.252657433
600	0.2526435899
601	0.2526260934
602	0.2525861108
603	0.2525473142
604	0.2525199223
605	0.2525008473
606	0.2524863241
607	0.2524546471
608	0.2524523154
609	0.2524064778
610	0.2523787172
611	0.2523487697
612	0.252325717
613	0.2522898132
614	0.2522547365
615	0.2522388461
616	0.2522281657
617	0.2521977412
618	0.2521843175
619	0.2521716678
620	0.2521377001
621	0.2521152799
622	0.2520939788
623	0.2520901845
624	0.2520880983
625	0.2520616592
626	0.2520597547
627	0.2520368995
628	0.2520072086
629	0.2519821194
630	0.2519533978
631	0.2519139103
632	0.2519118942
633	0.2518867533
634	0.2518775144
635	0.2518511762
636	0.2518372638
637	0.2518179606
638	0.2517805619
639	0.2517381804
640	0.2517359646
641	0.2517086649
642	0.2516686792
643	0.2516666696
644	0.2516643742
645	0.2516391695
646	0.2516196671
647	0.2515890649
648	0.2515485478
649	0.2515465359
650	0.2515270841
651	0.2514921219
652	0.2514705962
653	0.2514443419
654	0.25144186
655	0.251439921
656	0.2514150531
657	0.2513841276
658	0.2513604206
659	0.2513583894
660	0.2513393966
661	0.2512995178
662	0.2512768196
663	0.2512306604
664	0.2512222052
665	0.2512043775
666	0.2511637117
667	0.2511480704
668	0.2511119067
669	0.2510809428
670	0.2510709083
671	0.2510621411
672	0.2510382781
673	0.2510096612
674	0.2509954407
675	0.2509614582
676	0.2509338949
677	0.2509059881
678	0.2508904471
679	0.2508734713
680	0.2508432687
681	0.2508262214
682	0.2507990294
683	0.2507750927
684	0.2507696086
685	0.250730135
686	0.2507237404
687	0.2506858271
688	0.2506776989
689	0.2506519392
690	0.2506269458
691	0.2505902807
692	0.2505881917
693	0.2505864594
694	0.2505525169
695	0.2505237868
696	0.2504922667
697	0.2504683039
698	0.2504368148
699	0.2504227377
700	0.2504136053
701	0.2503981751
702	0.2503698829
703	0.2503606035
704	0.2503586805
705	0.2503428428
706	0.250310015
707	0.2503034308
708	0.2502663135
709	0.2502488168
710	0.2502312222
711	0.2502002775
712	0.2501988571
713	0.2501873568
714	0.2501851557
715	0.2501788826
716	0.2501422435
717	0.2501361808
718	0.2501153828
719	0.2500909407
720	0.2500715945
721	0.2500694983
722	0.2500277508
723	0.2500018669
724	0.2499702232
725	0.2499599541
726	0.249948014
727	0.2499369355
728	0.2499292681
729	0.2498945282
730	0.2498919961
731	0.2498593261
732	0.2498250251
733	0.2498092218
734	0.2497901638
735	0.2497550487
736	0.2497360232
737	0.249710633
738	0.2496678639
739	0.2496347961
740	0.249600451
741	0.2495653746
742	0.2495578242
743	0.2495194421
744	0.249479078
745	0.2494407708
746	0.249407826
747	0.2494004623
748	0.2493855404
749	0.249350659
750	0.2493237497
751	0.2492958401
752	0.24926813
753	0.2492415495
754	0.2492375107
755	0.2492078991
756	0.2492058127
757	0.24917806
758	0.24915849
759	0.2491453873
760	0.2491172652
761	0.2491078962
762	0.249105849
763	0.249077422
764	0.2490551055
765	0.2490466962
766	0.2490347314
767	0.2490101794
768	0.2489998239
769	0.2489774795
770	0.2489413449
771	0.2489373587
772	0.2489286268
773	0.2489135835
774	0.2489064482
775	0.248877346
776	0.2488572024
777	0.2488415853
778	0.2487988793
779	0.2487839398
780	0.2487583972
781	0.2487299857
782	0.2486928716
783	0.2486831654
784	0.2486670998
785	0.2486630612
786	0.2486476522
787	0.2486455472
788	0.2486365284
789	0.2486225968
790	0.2485809395
791	0.2485543594
792	0.2485271896
793	0.2485151065
794	0.2484916515
795	0.248486779
796	0.2484601112
797	0.2484437571
798	0.248429328
799	0.248406862
800	0.2483889695
801	0.2483726267
802	0.2483423366
803	0.2483208154
804	0.2483101441
805	0.2482857536
806	0.2482544582
807	0.2482505644
808	0.2482423036
809	0.2482178228
810	0.2482082265
811	0.2482051903
812	0.2481919508
813	0.2481736505
814	0.2481719455
815	0.2481610437
816	0.2481552968
817	0.2481510915
818	0.2481322094
819	0.2481250409
820	0.2481002783
821	0.2480760282
822	0.2480282957
823	0.2480144989
824	0.2480030308
825	0.2479731295
826	0.2479650267
827	0.2479591225
828	0.2479487803
829	0.2479319194
830	0.2479213009
831	0.2478994663
832	0.247894816
833	0.2478850971
834	0.2478831734
835	0.2478446293
836	0.2478383965
837	0.2478362597
838	0.2478129934
839	0.247793172
840	0.2477756894
841	0.2477354714
842	0.2477227615
843	0.2476881918
844	0.2476673289
845	0.2476649597
846	0.2476617654
847	0.2476389722
848	0.2476293682
849	0.2476224375
850	0.2475780921
851	0.247557188
852	0.2475384171
853	0.247501419
854	0.2474732593
855	0.2474621631
856	0.247448351
857	0.2474269886
858	0.2474097878
859	0.2474079081
860	0.2473841422
861	0.2473763041
862	0.2473594757
863	0.2473542115
864	0.2473310991
865	0.2473219101
866	0.2472915034
867	0.2472840082
868	0.2472573434
869	0.2472291534
870	0.2472233473
871	0.2471956756
872	0.2471882638
873	0.2471828511
874	0.2471558589
875	0.2471487084
876	0.247140997
877	0.2471366874
878	0.2471049294
879	0.2470864249
880	0.2470721601
881	0.2470571866
882	0.2470266603
883	0.247017177
884	0.2470149619
885	0.2469895401
886	0.2469674063
887	0.2469475176
888	0.2469383182
889	0.2469053179
890	0.2468784487
891	0.2468703364
892	0.2468409203
893	0.2467966777
894	0.2467793548
895	0.2467753867
896	0.2467631775
897	0.2467610497
898	0.2467557906
899	0.2467368174
900	0.2467027796
901	0.2466816679
902	0.2466718305
903	0.2466531305
904	0.2466357961
905	0.2466319831
906	0.2465799087
907	0.2465493706
908	0.246547773
909	0.2465106824
910	0.2464904471
911	0.2464740082
912	0.2464514512
913	0.2464336231
914	0.246413708
915	0.2464042897
916	0.246382505
917	0.2463302998
918	0.2463225488
919	0.2463145502
920	0.2462960011
921	0.246294206
922	0.2462874452
923	0.2462731128
924	0.2462429798
925	0.246239307
926	0.2462273726
927	0.246207129
928	0.2461784803
929	0.2461738703
930	0.2461355452
931	0.246118762
932	0.2460808511
933	0.2460754235
934	0.2460639254
935	0.2460262213
936	0.2459946724
937	0.2459843355
938	0.2459736647
939	0.2459568669
940	0.24592523
941	0.2459210629
942	0.2458978695
943	0.2458843956
944	0.2458733836
945	0.245857837
946	0.245829138
947	0.2458204841
948	0.2458186813
949	0.2457997786
950	0.2457953659
951	0.2457796024
952	0.2457776686
953	0.245762619
954	0.2457387842
955	0.2457144079
956	0.2457084665
957	0.2456894862
958	0.2456721626
959	0.2456646768
960	0.2456417111
961	0.2456121623
962	0.2455904183
963	0.2455846458
964	0.2455797182
965	0.2455707143
966	0.2455555632
967	0.2455540541
968	0.2455308523
969	0.2455108758
970	0.2454978396
971	0.245486346
972	0.2454659401
973	0.245464206
974	0.2454549201
975	0.2454361496
976	0.2454219425
977	0.2454117084
978	0.2453957097
979	0.2453634049
980	0.2453439637
981	0.2453099483
982	0.2452982662
983	0.2452923727
984	0.2452690991
985	0.2452413739
986	0.2452039768
987	0.2451806373
988	0.2451353949
989	0.2451098003
990	0.2450817716
991	0.2450701448
992	0.2450623039
993	0.2450345823
994	0.2449980518
995	0.2449866813
996	0.2449496494
997	0.2449448904
998	0.2449201921
999	0.2449062047
1000	0.2448702604
1001	0.2448685602
1002	0.2448499911
1003	0.2448195734
1004	0.2447996328
1005	0.2447912322
1006	0.244786087
1007	0.244780883
1008	0.2447622194
1009	0.2447582476
1010	0.2447111139
1011	0.244693186
1012	0.2446764885
1013	0.2446447482
1014	0.2446223813
1015	0.2446122116
1016	0.2445968682
1017	0.2445951943
1018	0.2445867241
1019	0.2445665974
1020	0.2445619713
1021	0.2445557719
1022	0.244522635
1023	0.2445212818
1024	0.2445191089
1025	0.2445147784
1026	0.2445008003
1027	0.2444844327
1028	0.2444552812
1029	0.2444493375
1030	0.2444433104
1031	0.2444383488
1032	0.2444329847
1033	0.2444181823
1034	0.2443913639
1035	0.2443680106
1036	0.2443304325
1037	0.2443174941
1038	0.244313131
1039	0.2442622975
1040	0.2442558329
1041	0.2442539354
1042	0.2442325551
1043	0.244213842
1044	0.2441963441
1045	0.2441795778
1046	0.2441548319
1047	0.2441451897
1048	0.2441292213
1049	0.2440931748
1050	0.2440872408
1051	0.2440566197
1052	0.244050639
1053	0.2440333524
1054	0.2440258232
1055	0.2440045702
1056	0.2439964667
1057	0.2439791685
1058	0.243974615
1059	0.2439475853
1060	0.2439232202
1061	0.2438960249
1062	0.2438765111
1063	0.2438499531
1064	0.2438361009
1065	0.2438320189
1066	0.243820073
1067	0.243800902
1068	0.2437596716
1069	0.2437433865
1070	0.2437397132
1071	0.2437350041
1072	0.243721605
1073	0.2437160104
1074	0.2436969571
1075	0.2436894735
1076	0.2436850656
1077	0.2436611322
1078	0.2436502034
1079	0.2436391851
1080	0.2436247865
1081	0.2436169449
1082	0.2436081074
1083	0.2436039643
1084	0.2435781072
1085	0.2435745239
1086	0.2435674275
1087	0.2435459591
1088	0.2435153736
1089	0.243495479
1090	0.2434778575
1091	0.2434682815
1092	0.2434458798
1093	0.2434398823
1094	0.2434343187
1095	0.2434328675
1096	0.2434256059
1097	0.2434169324
1098	0.2434130492
1099	0.2434013729
1100	0.2433884011
1101	0.243364557
1102	0.2433451989
1103	0.243317526
1104	0.2432930451
1105	0.2432689046
1106	0.243245813
1107	0.2432353905
1108	0.2432338983
1109	0.2432062331
1110	0.2431801809
1111	0.2431764138
1112	0.2431592049
1113	0.2431575568
1114	0.2431254839
1115	0.2431005658
1116	0.2430608858
1117	0.2430457803
1118	0.2430276639
1119	0.2430145094
1120	0.2429901081
1121	0.2429885546
1122	0.2429601332
1123	0.2429364478
1124	0.242930765
1125	0.2429278603
1126	0.2429016961
1127	0.2428832998
1128	0.2428771193
1129	0.2428510014
1130	0.2428279868
1131	0.2428202947
1132	0.2428015651
1133	0.2427825901
1134	0.2427606937
1135	0.2427562041
1136	0.2427381036
1137	0.2427351123
1138	0.2427320057
1139	0.2427096512
1140	0.2427066013
1141	0.2426878401
1142	0.2426819429
1143	0.2426637992
1144	0.2426498011
1145	0.2426440386
1146	0.2426294623
1147	0.2426077894
1148	0.2425763205
1149	0.2425508009
1150	0.2425392416
1151	0.2425175065
1152	0.2424882437
1153	0.2424631794
1154	0.2424475922
1155	0.2424392354
1156	0.2424105247
1157	0.2424051421
1158	0.2424003288
1159	0.2423753646
1160	0.2423602584
1161	0.2423417752
1162	0.2423316552
1163	0.2423229711
1164	0.2422924405
1165	0.2422646109
1166	0.2422520389
1167	0.2422329458
1168	0.2421997066
1169	0.2421855245
1170	0.2421689186
1171	0.2421515804
1172	0.2421192453
1173	0.2420941939
1174	0.2420751395
1175	0.2420554316
1176	0.2420319063
1177	0.2420230079
1178	0.2420195544
1179	0.2419914172
1180	0.2419686371
1181	0.241957077
1182	0.2419505729
1183	0.2419418857
1184	0.2419341536
1185	0.2419163686
1186	0.2418845708
1187	0.2418680591
1188	0.2418534171
1189	0.2418083613
1190	0.2418040027
1191	0.2418025641
1192	0.2417810153
1193	0.2417742743
1194	0.2417728589
1195	0.2417653171
1196	0.2417390838
1197	0.2417355858
1198	0.2417192779
1199	0.2417057758
1200	0.2416797867
1201	0.2416641446
1202	0.2416401804
1203	0.2416227256
1204	0.2416084908
1205	0.2415816548
1206	0.2415764094
1207	0.2415506698
1208	0.2415255848
1209	0.2415202092
1210	0.2415002619
1211	0.2414986098
1212	0.2414786781
1213	0.2414741884
1214	0.2414383423
1215	0.2414213417
1216	0.2414017692
1217	0.2413743301
1218	0.2413570722
1219	0.2413554927
1220	0.2413266923
1221	0.2413208251
1222	0.2413061044
1223	0.2413045863
1224	0.2412891203
1225	0.2412877686
1226	0.2412852398
1227	0.241271773
1228	0.2412677621
1229	0.2412500836
1230	0.2412333108
1231	0.2412072242
1232	0.2412031607
1233	0.2411893107
1234	0.2411834333
1235	0.2411690305
1236	0.2411644468
1237	0.2411438789
1238	0.2411417895
1239	0.2411164724
1240	0.2411152807
1241	0.2411014046
1242	0.2410775057
1243	0.2410760158
1244	0.2410648223
1245	0.241060715
1246	0.2410567784
1247	0.2410324645
1248	0.2410236635
1249	0.2409972557
1250	0.2409663169
1251	0.2409574511
1252	0.2409407465
1253	0.2409393328
1254	0.2409234595
1255	0.2408838894
1256	0.2408662722
1257	0.2408355738
1258	0.2408339953
1259	0.24082797
1260	0.2408235984
1261	0.2407938113
1262	0.2407794656
1263	0.2407782832
1264	0.2407724282
1265	0.2407530395
1266	0.2407298676
1267	0.2407055081
1268	0.2406816751
1269	0.2406752566
1270	0.2406603245
1271	0.2406568613
1272	0.2406545649
1273	0.2406265377
1274	0.2405988467
1275	0.2405826288
1276	0.240558648
1277	0.2405457701
1278	0.240531139
1279	0.2405019026
1280	0.2405006935
1281	0.2404514613
1282	0.2404348792
1283	0.2404311881
1284	0.2404230488
1285	0.2403998216
1286	0.2403862399
1287	0.2403637348
1288	0.2403574044
1289	0.2403369286
1290	0.2403205855
1291	0.2403050039
1292	0.2402808746
1293	0.2402756585
1294	0.2402596154
1295	0.2402467684
1296	0.2402442514
1297	0.2402153977
1298	0.2402064335
1299	0.240199462
1300	0.2401867995
1301	0.2401727261
1302	0.2401166209
1303	0.2401019876
1304	0.2400731321
1305	0.2400718324
1306	0.2400388546
1307	0.240015185
1308	0.2400078106
1309	0.2399871748
1310	0.2399697384
1311	0.239943536
1312	0.2399085457
1313	0.2398943716
1314	0.2398656915
1315	0.2398625696
1316	0.2398454214
1317	0.2398272085
1318	0.2398120041
1319	0.2397775154
1320	0.2397554123
1321	0.2397373104
1322	0.2397317653
1323	0.239710707
1324	0.2396897333
1325	0.2396708624
1326	0.2396536052
1327	0.2396443352
1328	0.2396388248
1329	0.2396270303
1330	0.2396078515
1331	0.2395807107
1332	0.2395771428
1333	0.2395491423
1334	0.2395478238
1335	0.2395244563
1336	0.2394931222
1337	0.2394618621
1338	0.2394429611
1339	0.2394410909
1340	0.2394121473
1341	0.2393962077
1342	0.2393643313
1343	0.2393601036
1344	0.2393413533
1345	0.239326056
1346	0.2393029653
1347	0.2392969398
1348	0.2392852291
1349	0.2392644102
1350	0.2392449465
1351	0.2392114092
1352	0.2392005347
1353	0.239185471
1354	0.2391777093
1355	0.2391765839
1356	0.2391596164
1357	0.2391334065
1358	0.2391091278
1359	0.2390894359
1360	0.2390844052
1361	0.2390702031
1362	0.2390688505
1363	0.2390638979
1364	0.2390542256
1365	0.2390374491
1366	0.2390168599
1367	0.2390104707
1368	0.2389982524
1369	0.2389763544
1370	0.2389723017
1371	0.2389563923
1372	0.2389305744
1373	0.2389180793
1374	0.2389132333
1375	0.2388709855
1376	0.2388521978
1377	0.238825797
1378	0.2388038719
1379	0.2387998999
1380	0.2387783986
1381	0.2387709796
1382	0.2387495559
1383	0.238726361
1384	0.2387025497
1385	0.2386861598
1386	0.2386456505
1387	0.2386302635
1388	0.2386267672
1389	0.238617981
1390	0.2386169361
1391	0.2385936553
1392	0.2385756613
1393	0.2385411522
1394	0.2385209725
1395	0.2385194156
1396	0.2385025816
1397	0.238472989
